"x","y","f(x,y)",
4443,
-61.6027302329611, -0.86072113470842, 0.706026315789473,
-61.2225582114414, -0.861084404692039, 0.716447368421053,
-59.7018839534191, -0.862541660143909, 0.758131578947368,
-58.9415399103797, -0.863272375628541, 0.778973684210526,
-58.1812027813439, -0.864003091113174, 0.807631578947368,
-57.3258261039178, -0.864821492448248, 0.849315789473684,
-54.759702985643, -0.867293398537882, 0.937894736842105,
-53.8092867598265, -0.868212012290415, 0.953526315789473,
-52.953916996404, -0.869038764675112, 0.963947368421053,
-51.4332565662907, -0.87050854666433, 0.974368421052631,
-50.6729332652131, -0.871243437666356, 0.979578947368421,
-49.6274844050098, -0.872258088318954, 0.982184210526316,
-49.057240200713, -0.872813432087868, 0.98478947368421,
-48.201877351245, -0.873644359975125, 0.966552631578947,
-47.8219957168461, -1.16460691447292, 0.963947368421053,
-47.6321032974755, -1.35852210173696, 0.963947368421053,
-46.6817008996172, -1.35944489099205, 0.945710526315789,
-46.3015357921011, -1.35981233649307, 0.945710526315789,
-45.4461798566367, -1.36064743991255, 0.945710526315789,
-44.4957774587784, -1.36157022916765, 0.953526315789473,
-41.9295091469678, -1.17034825041512, 0.987394736842105,
-40.4088763727707, -1.17183473448875, 0.982184210526316,
-39.1733553297411, -1.1730456344292, 0.966552631578947,
-37.0822985877915, -0.981376875345177, 0.966552631578947,
-35.2765540824269, -0.983155645606725, 0.943105263157894,
-33.7557346308195, -0.790939893788574, 0.927473684210526,
-32.7102995985744, -0.791975422013307, 0.914447368421052,
-31.0944475125312, -0.599855707095221, 0.893605263157895,
-30.4291706738476, -0.600515438784153, 0.885789473684211,
-29.9539729318957, -0.600987272220019, 0.877973684210526,
-29.4787751899437, -0.601459105641051, 0.875368421052631,
-29.3837356415533, -0.601555142541115, 0.875368421052631,
-26.9127142975051, -0.604014522078567, 0.875368421052631,
-25.8672792652109, -0.605054225820694, 0.875368421052631,
-23.1111323619879, -0.607810067078294, 0.854526315789474,
-19.3095365985616, -0.611622314132762, 0.739894736842105,
-18.2641015663164, -0.612674544441907, 0.698210526315789,
-17.6938573620196, -0.613246590265563, 0.679973684210526,
-17.1236131577228, -0.613822811621448, 0.664342105263158,
-16.1731208781611, -0.517927887084637, 0.6435,
-15.4126178136277, -0.324985595299247, 0.648710526315789,
-14.6522945125501, -0.325753890440427, 0.6435,
-14.2723160824443, -0.519848624922751, 0.640894736842105,
-13.4167665555661, -0.32700654555482, 0.664342105263158,
-12.3709581684513, 0.0593456959195968, 0.693,
-10.7548986630853, 0.445113365018176, 0.716447368421053,
-9.42414448030059, 0.63745855786071, 0.729473684210526,
-8.66381426521935, 0.636681911684743, 0.739894736842105,
-8.09338338351228, 0.829803750703245, 0.739894736842105,
-7.42782307171152, 1.11967649525018, 0.734684210526315,
-6.95243173834571, 1.31289019563652, 0.732078947368421,
-6.47722708243927, 1.3124058356633, 0.73728947368421,
-5.33708437274981, 0.923836394630624, 0.760736842105263,
-4.95700223298256, 0.826596953611585, 0.763342105263158,
-4.57701688887311, 0.632502219114426, 0.771157894736842,
-4.10189520071546, 0.535166741195322, 0.778973684210526,
-4.10144579210069, 1.01941815539255, 0.768552631578947,
-4.00586003943773, 1.60042047513303, 0.758131578947368,
-4.00568027598199, 1.79411853549259, 0.752921052631579,
-3.91009452331903, 2.37511667971568, 0.732078947368421,
-3.90964511470425, 2.85936809391291, 0.716447368421053,
-3.71874325448823, 3.73081102850659, 0.690394736842105,
-3.71764393189032, 4.89300356624064, 0.672157894736842,
-3.71709081361411, 5.47409357183157, 0.659131578947368,
-3.7165376953379, 6.0551835774225, 0.638289473684211,
-3.71580481360596, 6.82997164337298, 0.6435,
-3.71496822221258, 7.7016066517668, 0.674763157894737,
-3.71459486739211, 8.08899859698334, 0.693,
-3.71310836201559, 9.63856220234696, 0.760736842105263,
-3.80730440500897, 10.5102890721086, 0.802421052631579,
-3.80674437277826, 11.0913749021822, 0.825868421052631,
-3.80579715771981, 12.0598443264374, 0.83628947368421,
-3.99540610397318, 12.5442836389026, 0.851921052631579,
-4.09007229749397, 12.9317716210192, 0.864947368421052,
-4.27977112545064, 13.3193598155384, 0.875368421052631,
-4.37357307171091, 14.5784661039644, 0.875368421052631,
-4.3728125340627, 15.3532416433776, 0.875368421052631,
-4.56202738353383, 16.225060374507, 0.875368421052631,
-4.56145352329586, 16.8061378535458, 0.875368421052631,
-4.56067915773864, 17.5809092174415, 0.857131578947368,
-4.65513793188743, 18.1620869088829, 0.849315789473684,
-4.84395868457632, 19.4212934097264, 0.8415,
-4.84220253404076, 21.1645174958078, 0.805026315789474,
-5.03040794266641, 23.0047889491379, 0.776368421052631,
-5.02932244802663, 24.0700844382347, 0.781578947368421,
-5.02792582440254, 25.425920754617, 0.807631578947368,
-5.02733122225193, 26.006989882621, 0.820657894736842,
-5.02682650180463, 26.4912162437138, 0.833684210526316,
-5.02602448028202, 27.2659750810574, 0.849315789473684,
-5.02542296417691, 27.8470483845787, 0.849315789473684,
-5.02481453406816, 28.4281133370653, 0.849315789473684,
-4.73818172760421, 29.8804709055342, 0.849315789473684,
-4.54616671683214, 31.7203081050849, 0.849315789473684,
-4.54565508243034, 32.2045302906604, 0.849315789473684,
-4.4497927706047, 32.9791805645665, 0.849315789473684,
-4.25899462009924, 33.6568795081093, 0.859736842105263,
-4.06829326525159, 34.2377315092236, 0.867552631578947,
-3.87779932977594, 34.6248979765306, 0.864947368421052,
-3.78224123298012, 35.1090115986538, 0.862342105263158,
-3.59174729750447, 35.4961780659607, 0.862342105263158,
-3.30485867383961, 37.1422044661823, 0.862342105263158,
-3.11363185663202, 38.2072744773546, 0.857131578947368,
-2.73210469536264, 39.4658128954744, 0.849315789473684,
-2.63653968461231, 39.949922342095, 0.849315789473684,
-2.54076034053548, 40.6277214980405, 0.849315789473684,
-2.53990992113484, 41.4024719843492, 0.849315789473684,
-2.53927383515896, 41.9835327613184, 0.849315789473684,
-2.53820908243181, 42.9519687814494, 0.849315789473684,
-2.53704062009236, 44.017251743994, 0.849315789473684,
